epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
66,11273,0.82233,1.15386,0.61682,0.97713,0.60823,0.51518,0.58477,0.40433,0.60566,0.50693,0.57134,0.33959,0.87484,1.18594,0.64366,1.04847,0.008713,0.008713,0.008713
67,11439.1,0.82174,1.137,0.62223,0.98089,0.61442,0.51531,0.58319,0.40594,0.60736,0.50869,0.57099,0.33897,0.87469,1.18591,0.64267,1.0484,0.0086932,0.0086932,0.0086932
68,11605.8,0.81187,1.14209,0.61346,0.97768,0.58748,0.51281,0.58623,0.40735,0.57334,0.50417,0.57091,0.34207,0.87398,1.18588,0.64257,1.04857,0.0086734,0.0086734,0.0086734
69,11771.5,0.81715,1.1502,0.6072,0.97809,0.58151,0.51952,0.58692,0.4086,0.57059,0.5109,0.57302,0.34382,0.87269,1.18657,0.64169,1.04879,0.0086536,0.0086536,0.0086536
70,11938.5,0.81554,1.13775,0.60988,0.9739,0.57842,0.52176,0.58848,0.40832,0.57202,0.51356,0.57708,0.34468,0.87228,1.18549,0.64099,1.04819,0.0086338,0.0086338,0.0086338
71,12106.3,0.81134,1.13071,0.6002,0.97241,0.57463,0.53941,0.58897,0.40977,0.56244,0.5282,0.57675,0.34669,0.8734,1.18541,0.64047,1.0492,0.008614,0.008614,0.008614
72,12272.8,0.81461,1.13248,0.60475,0.97456,0.57316,0.544,0.59091,0.41308,0.56397,0.53843,0.58177,0.34911,0.87331,1.18482,0.64056,1.04941,0.0085942,0.0085942,0.0085942
73,12440.7,0.81148,1.13487,0.60215,0.97207,0.57615,0.54467,0.58844,0.41203,0.56474,0.53404,0.57633,0.34535,0.87336,1.18459,0.64067,1.04976,0.0085744,0.0085744,0.0085744
74,12606.9,0.80762,1.12493,0.59584,0.97196,0.54383,0.58842,0.58814,0.40921,0.53532,0.57718,0.5759,0.34547,0.87393,1.18554,0.64066,1.05035,0.0085546,0.0085546,0.0085546
75,12775.3,0.80613,1.12393,0.59782,0.9711,0.54747,0.59289,0.58856,0.40953,0.53943,0.55886,0.57689,0.34626,0.87338,1.18456,0.63972,1.05021,0.0085348,0.0085348,0.0085348
76,12941.9,0.80646,1.12254,0.59094,0.9716,0.55021,0.59364,0.58926,0.41073,0.53842,0.58152,0.57631,0.34599,0.87338,1.18528,0.6394,1.05055,0.008515,0.008515,0.008515
77,13107.4,0.80708,1.12004,0.5923,0.97006,0.54119,0.59627,0.58456,0.40765,0.5293,0.58211,0.57116,0.34336,0.8731,1.1855,0.63907,1.05027,0.0084952,0.0084952,0.0084952
78,13584.2,0.79715,1.1179,0.58261,0.96879,0.54545,0.5963,0.58563,0.40963,0.53223,0.58147,0.57527,0.34443,0.87277,1.18516,0.63782,1.05022,0.0084754,0.0084754,0.0084754
79,13832.8,0.79705,1.10874,0.58795,0.96557,0.54881,0.59633,0.5862,0.40939,0.53934,0.58079,0.57701,0.34599,0.87279,1.18569,0.63757,1.05032,0.0084556,0.0084556,0.0084556
80,14049.4,0.79975,1.12286,0.58272,0.96679,0.54503,0.59693,0.58705,0.40842,0.53249,0.58319,0.57548,0.34656,0.87288,1.18562,0.63758,1.05027,0.0084358,0.0084358,0.0084358
81,14275.1,0.80131,1.11815,0.57984,0.97006,0.54439,0.59744,0.58503,0.40963,0.53297,0.57893,0.57447,0.34571,0.87241,1.18522,0.63659,1.05008,0.008416,0.008416,0.008416
82,14501,0.80315,1.12519,0.58787,0.96649,0.54633,0.59748,0.58712,0.4097,0.53238,0.55652,0.57408,0.34488,0.87271,1.18519,0.63619,1.05075,0.0083962,0.0083962,0.0083962
83,14722.3,0.79995,1.10694,0.5811,0.96766,0.54408,0.59884,0.58747,0.40973,0.5315,0.55975,0.5747,0.34571,0.87282,1.18517,0.63585,1.05098,0.0083764,0.0083764,0.0083764
84,14953.4,0.79127,1.10979,0.57517,0.95996,0.54061,0.59952,0.58805,0.41032,0.53187,0.55892,0.57478,0.34678,0.87277,1.18498,0.63522,1.05101,0.0083566,0.0083566,0.0083566
85,15303.8,0.78633,1.09478,0.5643,0.95875,0.53957,0.59872,0.58753,0.41278,0.52997,0.55993,0.57449,0.34438,0.87262,1.18513,0.63503,1.05098,0.0083368,0.0083368,0.0083368
86,15654.2,0.78624,1.11499,0.5685,0.96143,0.539,0.59869,0.57631,0.40228,0.59264,0.52049,0.56252,0.33525,0.8728,1.1852,0.63497,1.05122,0.008317,0.008317,0.008317
87,16005.3,0.79386,1.09792,0.57039,0.96054,0.53425,0.59907,0.57828,0.40353,0.59337,0.51764,0.56431,0.33654,0.87295,1.1857,0.63463,1.0514,0.0082972,0.0082972,0.0082972
88,16360.4,0.78515,1.09822,0.56039,0.95769,0.53067,0.59967,0.57692,0.40312,0.52114,0.58262,0.56181,0.33456,0.87304,1.18485,0.63399,1.05172,0.0082774,0.0082774,0.0082774
89,16714,0.78495,1.09512,0.55977,0.96109,0.5322,0.59922,0.58789,0.41083,0.52315,0.58188,0.57289,0.34625,0.8733,1.1849,0.63417,1.052,0.0082576,0.0082576,0.0082576
90,17066.6,0.78237,1.09374,0.55794,0.95819,0.53232,0.5994,0.58712,0.40961,0.51854,0.58273,0.57226,0.34527,0.87344,1.18548,0.63434,1.05228,0.0082378,0.0082378,0.0082378
91,17417.7,0.78492,1.10319,0.56397,0.95564,0.53737,0.59758,0.5873,0.40893,0.52658,0.5803,0.57315,0.34488,0.87329,1.18556,0.63438,1.05227,0.008218,0.008218,0.008218
92,17769.4,0.77584,1.09241,0.55624,0.95367,0.53846,0.59577,0.58719,0.40941,0.52893,0.57759,0.57293,0.34505,0.87347,1.18575,0.63392,1.05221,0.0081982,0.0081982,0.0081982
93,18121.2,0.78157,1.10044,0.55814,0.9553,0.53396,0.59983,0.58567,0.40788,0.54503,0.58098,0.57138,0.34453,0.87376,1.18601,0.63303,1.05247,0.0081784,0.0081784,0.0081784
94,18472.3,0.77848,1.09262,0.55322,0.95745,0.5086,0.59947,0.58692,0.40908,0.52217,0.57823,0.57252,0.34458,0.87429,1.18584,0.63251,1.05291,0.0081586,0.0081586,0.0081586
95,18823.6,0.78132,1.09152,0.54942,0.95597,0.55631,0.59115,0.58727,0.40917,0.54443,0.57782,0.57293,0.34595,0.87401,1.18516,0.63175,1.05264,0.0081388,0.0081388,0.0081388
96,19175.7,0.78038,1.09231,0.55291,0.95651,0.50749,0.59702,0.58623,0.40904,0.49422,0.58105,0.5723,0.34522,0.87405,1.18512,0.63086,1.05275,0.008119,0.008119,0.008119
97,19529.8,0.77514,1.07622,0.54719,0.95639,0.506,0.59907,0.58764,0.40985,0.49322,0.58204,0.57373,0.34642,0.8745,1.18556,0.63063,1.05299,0.0080992,0.0080992,0.0080992
98,19885.3,0.7786,1.08511,0.55342,0.95488,0.50541,0.60024,0.58699,0.40989,0.49279,0.58323,0.57364,0.34712,0.87498,1.18423,0.63078,1.0534,0.0080794,0.0080794,0.0080794
99,20241.9,0.77163,1.07348,0.54115,0.95188,0.50368,0.60166,0.58697,0.40956,0.49265,0.58183,0.57997,0.34764,0.8754,1.18482,0.63055,1.05393,0.0080596,0.0080596,0.0080596
100,20597.4,0.77021,1.07398,0.54814,0.94763,0.5036,0.59946,0.58732,0.41198,0.60499,0.50885,0.58033,0.34771,0.87512,1.18404,0.63048,1.05391,0.0080398,0.0080398,0.0080398
101,20952.3,0.77118,1.07096,0.54282,0.94946,0.50402,0.59834,0.58651,0.41153,0.49367,0.58145,0.58,0.34796,0.87537,1.18467,0.63011,1.05429,0.00802,0.00802,0.00802
102,21305.2,0.76871,1.07158,0.54099,0.94773,0.50458,0.59612,0.58682,0.41137,0.49507,0.58125,0.57477,0.34748,0.87557,1.18602,0.62995,1.0545,0.0080002,0.0080002,0.0080002
103,21659.9,0.76959,1.07685,0.53825,0.94939,0.50441,0.59658,0.58699,0.41171,0.49295,0.58167,0.57513,0.34783,0.87554,1.18492,0.6295,1.05469,0.0079804,0.0079804,0.0079804
104,22014,0.76208,1.06098,0.53689,0.94584,0.50613,0.59669,0.58768,0.41228,0.49076,0.57931,0.57231,0.3473,0.87576,1.18467,0.629,1.05516,0.0079606,0.0079606,0.0079606
105,22369.5,0.75317,1.06506,0.52876,0.94211,0.50591,0.59611,0.58817,0.41198,0.49201,0.57968,0.57304,0.34758,0.87604,1.18628,0.62924,1.05531,0.0079408,0.0079408,0.0079408
106,22723.1,0.75951,1.06703,0.53188,0.94764,0.50601,0.59631,0.5879,0.41182,0.49305,0.57952,0.57288,0.34828,0.87623,1.18517,0.62915,1.05575,0.007921,0.007921,0.007921
107,23074.9,0.76366,1.06033,0.53288,0.9436,0.53029,0.59598,0.58912,0.41214,0.51924,0.57839,0.57337,0.34855,0.87618,1.18537,0.62938,1.056,0.0079012,0.0079012,0.0079012
108,23426.6,0.76382,1.05628,0.52921,0.94654,0.52979,0.59584,0.58777,0.41158,0.51804,0.57903,0.57193,0.34908,0.87635,1.18573,0.62916,1.05618,0.0078814,0.0078814,0.0078814
109,23779.7,0.75622,1.0643,0.53003,0.94328,0.53117,0.59354,0.58712,0.411,0.51785,0.57514,0.57106,0.34894,0.87691,1.18587,0.62874,1.05685,0.0078616,0.0078616,0.0078616
110,24133.3,0.75797,1.05978,0.5232,0.94259,0.52935,0.59274,0.58866,0.41081,0.52078,0.58001,0.5774,0.35072,0.87748,1.18684,0.62876,1.0574,0.0078418,0.0078418,0.0078418
111,24487.3,0.76185,1.06985,0.52709,0.94514,0.52971,0.59292,0.58911,0.41151,0.51934,0.57428,0.57482,0.34965,0.87789,1.18564,0.62809,1.05803,0.007822,0.007822,0.007822
112,24840,0.75055,1.05569,0.51987,0.93953,0.53415,0.59018,0.58968,0.41208,0.52043,0.57486,0.5756,0.34997,0.87807,1.18729,0.6278,1.05824,0.0078022,0.0078022,0.0078022
113,25191.6,0.76195,1.04923,0.52708,0.94626,0.53813,0.5854,0.59021,0.41265,0.52426,0.57014,0.57629,0.3501,0.87868,1.18695,0.62789,1.05907,0.0077824,0.0077824,0.0077824
114,25547.9,0.75372,1.05087,0.51995,0.94172,0.53403,0.58908,0.58914,0.41165,0.52097,0.57451,0.57504,0.34811,0.87895,1.18788,0.62785,1.05948,0.0077626,0.0077626,0.0077626
115,25903.7,0.75617,1.0516,0.52331,0.94466,0.53354,0.59107,0.59077,0.41273,0.51911,0.57667,0.5763,0.34862,0.87882,1.18752,0.62747,1.0595,0.0077428,0.0077428,0.0077428
116,26257.4,0.75173,1.04371,0.51555,0.94138,0.52986,0.58971,0.59094,0.41337,0.51592,0.57471,0.57655,0.34744,0.87906,1.18728,0.62695,1.05981,0.007723,0.007723,0.007723
117,26608.8,0.75544,1.05557,0.52421,0.94129,0.53476,0.59616,0.59178,0.41479,0.51587,0.57521,0.57676,0.34673,0.87949,1.18786,0.62674,1.0603,0.0077032,0.0077032,0.0077032
118,26961.4,0.75013,1.03792,0.51025,0.93839,0.53206,0.5956,0.59155,0.4145,0.51334,0.57452,0.57646,0.34657,0.87966,1.18797,0.62676,1.06071,0.0076834,0.0076834,0.0076834
119,27314.3,0.75101,1.04669,0.51399,0.94035,0.53155,0.5935,0.59234,0.41513,0.51267,0.57236,0.57669,0.34674,0.88004,1.18976,0.62628,1.06092,0.0076636,0.0076636,0.0076636
120,27666.1,0.74998,1.04305,0.51489,0.93885,0.53022,0.59446,0.59246,0.4146,0.52405,0.56917,0.5767,0.34689,0.88014,1.18867,0.62576,1.06137,0.0076438,0.0076438,0.0076438
121,28018.9,0.74749,1.03706,0.5104,0.939,0.53253,0.59401,0.5925,0.41469,0.52003,0.57132,0.57661,0.34628,0.88022,1.18884,0.62521,1.06143,0.007624,0.007624,0.007624
122,28372,0.7485,1.04693,0.51319,0.94027,0.53684,0.58267,0.59097,0.41372,0.52076,0.57002,0.576,0.34714,0.88079,1.18922,0.62488,1.06198,0.0076042,0.0076042,0.0076042
